movie_id,title,cast,crew
tt13143988,Nail Polish,"[{""name"": ""Arjun Rampal""}, {""name"": ""Manav Kaul""}, {""name"": ""Anand Tiwari""}, {""name"": ""Rajit Kapoor""}]","[{""job"": ""Director"", ""name"": ""Bugs Bhargava Krishna""}]"
tt13793230,Jaadugar,"[{""name"": ""Jitendra Kumar""}, {""name"": ""Arushi Sharma""}, {""name"": ""Jaaved Jaaferi""}, {""name"": ""Raksha Panwar""}]","[{""job"": ""Director"", ""name"": ""Sameer Saxena""}]"
tt2226666,Jism 2,"[{""name"": ""Randeep Hooda""}, {""name"": ""Arunoday Singh""}, {""name"": ""Arif Zakaria""}, {""name"": ""Sunny Leone""}]","[{""job"": ""Director"", ""name"": ""Pooja Bhatt""}]"
tt23804378,Three of Us,"[{""name"": ""Shefali Shah""}, {""name"": ""Jaideep Ahlawat""}, {""name"": ""Swanand Kirkire""}, {""name"": ""Kadambari Kadam""}]","[{""job"": ""Director"", ""name"": ""Avinash Arun""}]"
tt0991346,Bhootnath,"[{""name"": ""Amitabh Bachchan""}, {""name"": ""Juhi Chawla""}, {""name"": ""Satish Shah""}, {""name"": ""Rajpal Naurang Yadav""}]","[{""job"": ""Director"", ""name"": ""Vivek Sharma""}]"
tt6531196,Ascharyachakit!,"[{""name"": ""Priyanka Bose""}, {""name"": ""Vaibhav Raj Gupta""}, {""name"": ""Ankit Raj""}, {""name"": ""Anangsha Biswas""}]","[{""job"": ""Director"", ""name"": ""Samit Kakkad""}]"
tt1841542,Chillar Party,"[{""name"": ""Irfan Khan""}, {""name"": ""Abhinay Raj Singh""}, {""name"": ""Sanath Menon""}, {""name"": ""Rohan Grover""}]","[{""job"": ""Director"", ""name"": ""Vikas Bahl, Nitesh Tiwari""}]"
tt16915334,Chakda Xpress,"[{""name"": ""Anushka Sharma""}, {""name"": ""Anshul Chauhan""}, {""name"": ""Dibyendu Bhattacharya""}, {""name"": ""Nishu Dikshit""}]","[{""job"": ""Director"", ""name"": ""Prosit Roy""}]"
tt1667838,I Hate Luv Storys,"[{""name"": ""Imran Khan""}, {""name"": ""Sonam Kapoor""}, {""name"": ""Sammir Dattani""}, {""name"": ""Samir Soni""}]","[{""job"": ""Director"", ""name"": ""Punit Malhotra""}]"
tt0315642,Wazir,"[{""name"": ""Amitabh Bachchan""}, {""name"": ""Farhan Akhtar""}, {""name"": ""Aditi Rao Hydari""}, {""name"": ""John Abraham""}]","[{""job"": ""Director"", ""name"": ""Bejoy Nambiar""}]"
tt1146325,Singh Is Kinng,"[{""name"": ""Akshay Kumar""}, {""name"": ""Katrina Kaif""}, {""name"": ""Om Puri""}, {""name"": ""Kirron Kher""}]","[{""job"": ""Director"", ""name"": ""Anees Bazmee""}]"
tt2556308,Holiday,"[{""name"": ""Akshay Kumar""}, {""name"": ""Sonakshi Sinha""}, {""name"": ""Freddy Daruwala""}, {""name"": ""Sumeet Raghavan""}]","[{""job"": ""Director"", ""name"": ""A.R. Murugadoss""}]"
tt10534500,#Home,"[{""name"": ""Indrans""}, {""name"": ""Sreenath Bhasi""}, {""name"": ""Manju Pillai""}, {""name"": ""Naslen""}]","[{""job"": ""Director"", ""name"": ""Rojin Thomas""}]"
tt7529298,Attack,"[{""name"": ""John Abraham""}, {""name"": ""Jacqueline Fernandez""}, {""name"": ""Rakul Preet Singh""}, {""name"": ""Prakash Raj""}]","[{""job"": ""Director"", ""name"": ""Lakshya Raj Anand""}]"
tt13534808,Janhit Mein Jaari,"[{""name"": ""Nushrratt Bharuccha""}, {""name"": ""Vijay Raaz""}, {""name"": ""Alok Nath Pathak""}, {""name"": ""Tinnu Anand""}]","[{""job"": ""Director"", ""name"": ""Jai Basantu Singh""}]"
tt0246729,Khiladiyon Ka Khiladi,"[{""name"": ""Akshay Kumar""}, {""name"": ""Rekha""}, {""name"": ""Raveena Tandon""}, {""name"": ""Deven Verma""}]","[{""job"": ""Director"", ""name"": ""Umesh Mehra""}]"
tt8361196,Vinaya Vidheya Rama,"[{""name"": ""Ram Charan""}, {""name"": ""Vivek Oberoi""}, {""name"": ""Kiara Advani""}, {""name"": ""Mahesh Manjrekar""}]","[{""job"": ""Director"", ""name"": ""Boyapati Srinu""}]"
tt5325684,Hate Story IV,"[{""name"": ""Urvashi Rautela""}, {""name"": ""Gulshan Grover""}, {""name"": ""Lee Byford""}, {""name"": ""Komal Chhabria""}]","[{""job"": ""Director"", ""name"": ""Vishal Pandya""}]"
tt3410408,Rocky Handsome,"[{""name"": ""John Abraham""}, {""name"": ""Nishikant Kamat""}, {""name"": ""Sharad Kelkar""}, {""name"": ""Teddy Maurya""}]","[{""job"": ""Director"", ""name"": ""Nishikant Kamat""}]"
tt0845448,Dhamaal,"[{""name"": ""Sanjay Dutt""}, {""name"": ""Riteish Deshmukh""}, {""name"": ""Arshad Warsi""}, {""name"": ""Jaaved Jaaferi""}]","[{""job"": ""Director"", ""name"": ""Indra Kumar""}]"
tt4430136,Pyaar Ka Punchnama 2,"[{""name"": ""Kartik Aaryan""}, {""name"": ""Omkar Kapoor""}, {""name"": ""Sunny Singh""}, {""name"": ""Nushrratt Bharuccha""}]","[{""job"": ""Director"", ""name"": ""Luv Ranjan""}]"
tt15482442,Untitled Blumhouse Productions Film,"[{""name"": ""Kartik Aaryan""}, {""name"": ""Omkar Kapoor""}, {""name"": ""Sunny Singh""}, {""name"": ""Nushrratt Bharuccha""}]","[{""job"": ""Director"", ""name"": ""Luv Ranjan""}]"
tt0233422,Chachi 420,"[{""name"": ""Kamal Haasan""}, {""name"": ""Amrish Puri""}, {""name"": ""Om Puri""}, {""name"": ""Tabu""}]","[{""job"": ""Director"", ""name"": ""Kamal Haasan""}]"
tt0346723,Chalte Chalte,"[{""name"": ""Shah Rukh Khan""}, {""name"": ""Rani Mukerji""}, {""name"": ""Jas Arora""}, {""name"": ""Satish Shah""}]","[{""job"": ""Director"", ""name"": ""Aziz Mirza""}]"
tt5255710,Sanam Teri Kasam,"[{""name"": ""Harshvardhan Rane""}, {""name"": ""Mawra Hocane""}, {""name"": ""Vijay Raaz""}, {""name"": ""Murli Sharma""}]","[{""job"": ""Director"", ""name"": ""Radhika Rao, Vinay Sapru""}]"
tt0448206,Bunty Aur Babli,"[{""name"": ""Abhishek Bachchan""}, {""name"": ""Rani Mukerji""}, {""name"": ""Amitabh Bachchan""}, {""name"": ""Kiran Juneja""}]","[{""job"": ""Director"", ""name"": ""Shaad Ali""}]"
tt1395025,Agent Vinod,"[{""name"": ""Kareena Kapoor""}, {""name"": ""Saif Ali Khan""}, {""name"": ""Adil Hussain""}, {""name"": ""Ram Kapoor""}]","[{""job"": ""Director"", ""name"": ""Sriram Raghavan""}]"
tt4387040,Airlift,"[{""name"": ""Akshay Kumar""}, {""name"": ""Nimrat Kaur""}, {""name"": ""Kumud Mishra""}, {""name"": ""Prakash Belawadi""}]","[{""job"": ""Director"", ""name"": ""Raja Menon""}]"
tt5456546,Judwaa 2,"[{""name"": ""Varun Dhawan""}, {""name"": ""Jacqueline Fernandez""}, {""name"": ""Taapsee Pannu""}, {""name"": ""Anupam Kher""}]","[{""job"": ""Director"", ""name"": ""David Dhawan""}]"
tt28290264,Untitled Aamir khan/Rajkumar Hirani movie,"[{""name"": ""Aamir Khan""}]","[{""job"": ""Director"", ""name"": ""Rajkumar Hirani""}]"
tt0356982,Paanch,"[{""name"": ""Kay Kay Menon""}, {""name"": ""Aditya Srivastav""}, {""name"": ""Joy Fernandes""}, {""name"": ""Vijay Maurya""}]","[{""job"": ""Director"", ""name"": ""Anurag Kashyap""}]"
tt2077833,Rowdy Rathore,"[{""name"": ""Akshay Kumar""}, {""name"": ""Sonakshi Sinha""}, {""name"": ""Nassar""}, {""name"": ""Yashpal Sharma""}]","[{""job"": ""Director"", ""name"": ""Prabhu Deva""}]"
tt13912632,Sanak,"[{""name"": ""Vidyut Jammwal""}, {""name"": ""Neha Dhupia""}, {""name"": ""Rukmini Maitra""}, {""name"": ""Chandan Roy Sanyal""}]","[{""job"": ""Director"", ""name"": ""Kanishk Varma""}]"
tt15416100,Visfot,"[{""name"": ""Riddhi Dogra""}, {""name"": ""Priya Bapat""}, {""name"": ""Riteish Deshmukh""}, {""name"": ""Fardeen Khan""}]","[{""job"": ""Director"", ""name"": ""Kookie Gulati""}]"
tt6964940,Skater Girl,"[{""name"": ""Waheeda Rehman""}, {""name"": ""Amy Maghera""}, {""name"": ""Sahidur Rahaman""}, {""name"": ""Jonathan Readwin""}]","[{""job"": ""Director"", ""name"": ""Manjari Makijany""}]"
tt0405266,Raincoat,"[{""name"": ""Ajay Devgn""}, {""name"": ""Aishwarya Rai Bachchan""}, {""name"": ""Annu Kapoor""}, {""name"": ""Mouli Ganguly""}]","[{""job"": ""Director"", ""name"": ""Rituparno Ghosh""}]"
tt0405507,Murder,"[{""name"": ""Mallika Sherawat""}, {""name"": ""Ashmit Patel""}, {""name"": ""Emraan Hashmi""}, {""name"": ""Kashmira Shah""}]","[{""job"": ""Director"", ""name"": ""Anurag Basu""}]"
tt0272736,Mujhse Dosti Karoge!,"[{""name"": ""Hrithik Roshan""}, {""name"": ""Kareena Kapoor""}, {""name"": ""Rani Mukerji""}, {""name"": ""Uday Chopra""}]","[{""job"": ""Director"", ""name"": ""Kunal Kohli""}]"
tt5632164,Veerappan,"[{""name"": ""Sachiin Joshi""}, {""name"": ""Sandeep Bharadwaj""}, {""name"": ""Usha Jadhav""}, {""name"": ""Nissar Khan""}]","[{""job"": ""Director"", ""name"": ""Ram Gopal Varma""}]"
tt4874298,Madly,"[{""name"": ""Radhika Apte""}, {""name"": ""Kathryn Beck""}, {""name"": ""Justina Bustos""}, {""name"": ""Zo\u00eb Castle""}]","[{""job"": ""Director"", ""name"": ""Bat for Lashes, Gael Garc\u00eda Bernal, Anurag Kashyap, Sebasti\u00e1n Silva, Sion Sono, Mia Wasikowska""}]"
tt17425020,One Friday Night,"[{""name"": ""Vidhi Chitalia""}, {""name"": ""Hemant K Gaur""}, {""name"": ""Ambrish Saxena""}, {""name"": ""Milind Soman""}]","[{""job"": ""Director"", ""name"": ""Manish Gupta""}]"
tt7363104,Khuda Haafiz,"[{""name"": ""Vidyut Jammwal""}, {""name"": ""Shivaleeka Oberoi""}, {""name"": ""Annu Kapoor""}, {""name"": ""Aahana Kumra""}]","[{""job"": ""Director"", ""name"": ""Faruk Kabir""}]"
tt3859980,Mohenjo Daro,"[{""name"": ""Hrithik Roshan""}, {""name"": ""Pooja Hegde""}, {""name"": ""Kabir Bedi""}, {""name"": ""Arunoday Singh""}]","[{""job"": ""Director"", ""name"": ""Ashutosh Gowariker""}]"
tt9766332,Atrangi Re,"[{""name"": ""Dhanush""}, {""name"": ""Sara Ali Khan""}, {""name"": ""Akshay Kumar""}, {""name"": ""Seema Biswas""}]","[{""job"": ""Director"", ""name"": ""Aanand L. Rai""}]"
tt1708453,Aakrosh,"[{""name"": ""Ajay Devgn""}, {""name"": ""Akshaye Khanna""}, {""name"": ""Bipasha Basu""}, {""name"": ""Paresh Rawal""}]","[{""job"": ""Director"", ""name"": ""Priyadarshan""}]"
tt0098999,Agneepath,"[{""name"": ""Amitabh Bachchan""}, {""name"": ""Mithun Chakraborty""}, {""name"": ""Madhavi""}, {""name"": ""Neelam Kothari""}]","[{""job"": ""Director"", ""name"": ""Mukul Anand""}]"
tt0120540,Yes Boss,"[{""name"": ""Shah Rukh Khan""}, {""name"": ""Juhi Chawla""}, {""name"": ""Aditya Pancholi""}, {""name"": ""Kashmira Shah""}]","[{""job"": ""Director"", ""name"": ""Aziz Mirza""}]"
tt9614460,Chhapaak,"[{""name"": ""Deepika Padukone""}, {""name"": ""Vikrant Massey""}, {""name"": ""Madhurjeet Sarghi""}, {""name"": ""Payal Nair""}]","[{""job"": ""Director"", ""name"": ""Meghna Gulzar""}]"
tt1499201,Anjaana Anjaani,"[{""name"": ""Priyanka Chopra Jonas""}, {""name"": ""Ranbir Kapoor""}, {""name"": ""Aubrey K. Miller""}, {""name"": ""Carl Marino""}]","[{""job"": ""Director"", ""name"": ""Siddharth Anand""}]"
tt1734110,No One Killed Jessica,"[{""name"": ""Rani Mukerji""}, {""name"": ""Vidya Balan""}, {""name"": ""Myra Karn""}, {""name"": ""Neil Bhoopalam""}]","[{""job"": ""Director"", ""name"": ""Raj Kumar Gupta""}]"
tt4699202,Gurgaon,"[{""name"": ""Akshay Oberoi""}, {""name"": ""Pankaj Tripathi""}, {""name"": ""Aamir Bashir""}, {""name"": ""Ragini Khanna""}]","[{""job"": ""Director"", ""name"": ""Shanker Raman""}]"
tt11948256,Lift,"[{""name"": ""Kavin""}, {""name"": ""Amritha Aiyer""}, {""name"": ""Kiran Konda""}, {""name"": ""Gayathri Reddy""}]","[{""job"": ""Director"", ""name"": ""Vineeth""}]"
tt2385104,D-Day,"[{""name"": ""Irrfan Khan""}, {""name"": ""Rishi Kapoor""}, {""name"": ""Arjun Rampal""}, {""name"": ""Shruti Haasan""}]","[{""job"": ""Director"", ""name"": ""Nikkhil Advani""}]"
tt13022984,Khuda Haafiz Chapter II: Agni Pariksha,"[{""name"": ""Vidyut Jammwal""}, {""name"": ""Shivaleeka Oberoi""}, {""name"": ""Dibyendu Bhattacharya""}, {""name"": ""Sheeba Chaddha""}]","[{""job"": ""Director"", ""name"": ""Faruk Kabir""}]"
tt23875550,UI,"[{""name"": ""Sunny Leone""}, {""name"": ""Upendra""}, {""name"": ""Murli Sharma""}, {""name"": ""P. Ravi Shankar""}]","[{""job"": ""Director"", ""name"": ""Upendra""}]"
tt0093578,Mr. India,"[{""name"": ""Anil Kapoor""}, {""name"": ""Sridevi""}, {""name"": ""Amrish Puri""}, {""name"": ""Satish Kaushik""}]","[{""job"": ""Director"", ""name"": ""Shekhar Kapur""}]"
tt8130904,The Body,"[{""name"": ""Emraan Hashmi""}, {""name"": ""Rishi Kapoor""}, {""name"": ""Sobhita Dhulipala""}, {""name"": ""Vedhika""}]","[{""job"": ""Director"", ""name"": ""Jeethu Joseph""}]"
tt7180544,Mukkabaaz,"[{""name"": ""Vineet Kumar Singh""}, {""name"": ""Jimmy Shergill""}, {""name"": ""Zoya Hussain""}, {""name"": ""Ravi Kishan""}]","[{""job"": ""Director"", ""name"": ""Anurag Kashyap""}]"
tt0052954,Kaagaz Ke Phool,"[{""name"": ""Waheeda Rehman""}, {""name"": ""Guru Dutt""}, {""name"": ""Kumari Naaz""}, {""name"": ""Johnny Walker""}]","[{""job"": ""Director"", ""name"": ""Guru Dutt""}]"
tt0093949,Shahenshah,"[{""name"": ""Amitabh Bachchan""}, {""name"": ""Meenakshi Sheshadri""}, {""name"": ""Aruna Irani""}, {""name"": ""Rohini Hattangadi""}]","[{""job"": ""Director"", ""name"": ""Tinnu Anand""}]"
tt2302416,Gali Guleiyan,"[{""name"": ""Manoj Bajpayee""}, {""name"": ""Ranvir Shorey""}, {""name"": ""Neeraj Kabi""}, {""name"": ""Shahana Goswami""}]","[{""job"": ""Director"", ""name"": ""Dipesh Jain""}]"
tt0419058,Phir Hera Pheri,"[{""name"": ""Akshay Kumar""}, {""name"": ""Suniel Shetty""}, {""name"": ""Paresh Rawal""}, {""name"": ""Bipasha Basu""}]","[{""job"": ""Director"", ""name"": ""Neeraj Vora""}]"
tt21998526,Zwigato,"[{""name"": ""Kapil Sharma""}, {""name"": ""Shahana Goswami""}, {""name"": ""Tushar Acharya""}, {""name"": ""Zishan Ali""}]","[{""job"": ""Director"", ""name"": ""Nandita Das""}]"
tt5764096,Hindi Medium,"[{""name"": ""Irrfan Khan""}, {""name"": ""Saba Qamar""}, {""name"": ""Dishita Sehgal""}, {""name"": ""Deepak Dobriyal""}]","[{""job"": ""Director"", ""name"": ""Saket Chaudhary""}]"
tt1301698,1920,"[{""name"": ""Rajneesh Duggal""}, {""name"": ""Adah Sharma""}, {""name"": ""Anjori Alagh""}, {""name"": ""Raj Zutshi""}]","[{""job"": ""Director"", ""name"": ""Vikram Bhatt""}]"
tt10023024,Love Aaj Kal,"[{""name"": ""Kartik Aaryan""}, {""name"": ""Sara Ali Khan""}, {""name"": ""Randeep Hooda""}, {""name"": ""Sonu Saini""}]","[{""job"": ""Director"", ""name"": ""Imtiaz Ali""}]"
tt11199356,Bheeshma,"[{""name"": ""Nithiin""}, {""name"": ""Rashmika Mandanna""}, {""name"": ""Anant Nag""}, {""name"": ""Jisshu Sengupta""}]","[{""job"": ""Director"", ""name"": ""Venky Kudumula""}]"
tt10243678,Chopsticks,"[{""name"": ""Abhay Deol""}, {""name"": ""Mithila Palkar""}, {""name"": ""Vijay Raaz""}, {""name"": ""Achint Kaur""}]","[{""job"": ""Director"", ""name"": ""Sachin Yardi""}]"
tt11142762,Pagglait,"[{""name"": ""Sanya Malhotra""}, {""name"": ""Sayani Gupta""}, {""name"": ""Sheeba Chaddha""}, {""name"": ""Ashutosh Rana""}]","[{""job"": ""Director"", ""name"": ""Umesh Bist""}]"
tt1949548,Heroine,"[{""name"": ""Kareena Kapoor""}, {""name"": ""Arjun Rampal""}, {""name"": ""Randeep Hooda""}, {""name"": ""Shahana Goswami""}]","[{""job"": ""Director"", ""name"": ""Madhur Bhandarkar""}]"
tt2072227,Shanghai,"[{""name"": ""Abhay Deol""}, {""name"": ""Emraan Hashmi""}, {""name"": ""Kalki Koechlin""}, {""name"": ""Prasenjit Chatterjee""}]","[{""job"": ""Director"", ""name"": ""Dibakar Banerjee""}]"
tt6170954,Naam Shabana,"[{""name"": ""Taapsee Pannu""}, {""name"": ""Akshay Kumar""}, {""name"": ""Manoj Bajpayee""}, {""name"": ""Taher Shabbir""}]","[{""job"": ""Director"", ""name"": ""Shivam Nair""}]"
tt3696192,Singh Is Bliing,"[{""name"": ""Akshay Kumar""}, {""name"": ""Amy Jackson""}, {""name"": ""Lara Dutta""}, {""name"": ""Kay Kay Menon""}]","[{""job"": ""Director"", ""name"": ""Prabhu Deva""}]"
tt11095208,Beautiful,"[{""name"": ""Raknil Avro""}, {""name"": ""K K Binojee""}, {""name"": ""Erixnil""}, {""name"": ""Naina Ganguly""}]","[{""job"": ""Director"", ""name"": ""Agasthya Manju""}]"
tt2417560,Filmistaan,"[{""name"": ""Sharib Hashmi""}, {""name"": ""Inaamulhaq""}, {""name"": ""Kumud Mishra""}, {""name"": ""Gopal Datt""}]","[{""job"": ""Director"", ""name"": ""Nitin Kakkar""}]"
tt0222024,Hum Tumhare Hain Sanam,"[{""name"": ""Shah Rukh Khan""}, {""name"": ""Madhuri Dixit""}, {""name"": ""Salman Khan""}, {""name"": ""Atul Agnihotri""}]","[{""job"": ""Director"", ""name"": ""K.S. Adiyaman, Sanjay Singh""}]"
tt0082797,Naseeb,"[{""name"": ""Amitabh Bachchan""}, {""name"": ""Shatrughan Sinha""}, {""name"": ""Rishi Kapoor""}, {""name"": ""Hema Malini""}]","[{""job"": ""Director"", ""name"": ""Manmohan Desai""}]"
tt5465370,Akira,"[{""name"": ""Sonakshi Sinha""}, {""name"": ""Anurag Kashyap""}, {""name"": ""Konkona Sen Sharma""}, {""name"": ""Nandu Madhav""}]","[{""job"": ""Director"", ""name"": ""A.R. Murugadoss""}]"
tt8108200,Sonchiriya,"[{""name"": ""Sushant Singh Rajput""}, {""name"": ""Bhumi Pednekar""}, {""name"": ""Ashutosh Rana""}, {""name"": ""Ranvir Shorey""}]","[{""job"": ""Director"", ""name"": ""Abhishek Chaubey""}]"
tt1049405,The Other End of the Line,"[{""name"": ""Jesse Metcalfe""}, {""name"": ""Sara Foster""}, {""name"": ""Anupam Kher""}, {""name"": ""Austin Basis""}]","[{""job"": ""Director"", ""name"": ""James Dodson""}]"
tt6264938,Kesari,"[{""name"": ""Akshay Kumar""}, {""name"": ""Parineeti Chopra""}, {""name"": ""Suvinder Vicky""}, {""name"": ""Vansh Bhardwaj""}]","[{""job"": ""Director"", ""name"": ""Anurag Singh""}]"
tt0085743,Jaane Bhi Do Yaaro,"[{""name"": ""Naseeruddin Shah""}, {""name"": ""Ravi Baswani""}, {""name"": ""Bhakti Barve""}, {""name"": ""Satish Shah""}]","[{""job"": ""Director"", ""name"": ""Kundan Shah""}]"
tt12045028,Nympho: The Lust Story,"[{""name"": ""Natasha Majhi""}, {""name"": ""Mohnish Nawani""}, {""name"": ""Vikhyat Swades""}, {""name"": ""Pooja Jangid""}]","[{""job"": ""Director"", ""name"": ""Kumaar Aadarsh""}]"
tt4334260,San' 75 (Pachattar),"[{""name"": ""Pravessh Rana""}, {""name"": ""Kay Kay Menon""}, {""name"": ""Kirti Kulhari""}, {""name"": ""Tom Alter""}]","[{""job"": ""Director"", ""name"": ""Navneet Behal""}]"
tt2301155,Shootout at Wadala,"[{""name"": ""Anil Kapoor""}, {""name"": ""John Abraham""}, {""name"": ""Manoj Bajpayee""}, {""name"": ""Tusshar Kapoor""}]","[{""job"": ""Director"", ""name"": ""Sanjay Gupta""}]"
tt1918965,Murder 2,"[{""name"": ""Emraan Hashmi""}, {""name"": ""Jacqueline Fernandez""}, {""name"": ""Prashant Narayanan""}, {""name"": ""Sulagna Panigrahi""}]","[{""job"": ""Director"", ""name"": ""Mohit Suri""}]"
tt0886539,Luck by Chance,"[{""name"": ""Farhan Akhtar""}, {""name"": ""Konkona Sen Sharma""}, {""name"": ""Rishi Kapoor""}, {""name"": ""Dimple Kapadia""}]","[{""job"": ""Director"", ""name"": ""Zoya Akhtar""}]"
tt0234000,Kaho Naa... Pyaar Hai,"[{""name"": ""Hrithik Roshan""}, {""name"": ""Ameesha Patel""}, {""name"": ""Anupam Kher""}, {""name"": ""Dalip Tahil""}]","[{""job"": ""Director"", ""name"": ""Rakesh Roshan""}]"
tt1433905,All the Best: Fun Begins,"[{""name"": ""Sanjay Dutt""}, {""name"": ""Ajay Devgn""}, {""name"": ""Fardeen Khan""}, {""name"": ""Bipasha Basu""}]","[{""job"": ""Director"", ""name"": ""Rohit Shetty""}]"
tt1610452,Band Baaja Baaraat,"[{""name"": ""Ranveer Singh""}, {""name"": ""Anushka Sharma""}, {""name"": ""Ranjit Batra""}, {""name"": ""Satender Bhardwaj""}]","[{""job"": ""Director"", ""name"": ""Maneesh Sharma""}]"
tt6514196,Baazaar,"[{""name"": ""Saif Ali Khan""}, {""name"": ""Radhika Apte""}, {""name"": ""Chitrangda Singh""}, {""name"": ""Denzil Smith""}]","[{""job"": ""Director"", ""name"": ""Gauravv K. Chawla, Samuel Wilde""}]"
tt5686868,Miss Teacher,"[{""name"": ""Kamalika Chanda""}, {""name"": ""Rahul Sharma""}, {""name"": ""Resham Thakkar""}, {""name"": ""Adi Irani""}]","[{""job"": ""Director"", ""name"": ""Jayprakkash Shaw""}]"
tt0307873,Raaz,"[{""name"": ""Dino Morea""}, {""name"": ""Bipasha Basu""}, {""name"": ""Malini Sharma""}, {""name"": ""Ashutosh Rana""}]","[{""job"": ""Director"", ""name"": ""Vikram Bhatt""}]"
tt0291376,Nayak: The Real Hero,"[{""name"": ""Anil Kapoor""}, {""name"": ""Rani Mukerji""}, {""name"": ""Amrish Puri""}, {""name"": ""Paresh Rawal""}]","[{""job"": ""Director"", ""name"": ""S. Shankar""}]"
tt1017456,Race,"[{""name"": ""Saif Ali Khan""}, {""name"": ""Akshaye Khanna""}, {""name"": ""Bipasha Basu""}, {""name"": ""Katrina Kaif""}]","[{""job"": ""Director"", ""name"": ""Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla""}]"
tt28152747,Sergeant,"[{""name"": ""Tahirr Aashhraf""}, {""name"": ""Daphne Alexander""}, {""name"": ""Malcolm Davies""}, {""name"": ""Sonia Goswami""}]","[{""job"": ""Director"", ""name"": ""Prawaal Raman""}]"
tt0466460,Khosla Ka Ghosla!,"[{""name"": ""Anupam Kher""}, {""name"": ""Boman Irani""}, {""name"": ""Parvin Dabas""}, {""name"": ""Tara Sharma""}]","[{""job"": ""Director"", ""name"": ""Dibakar Banerjee, Pravin E. Birje""}]"
tt21398196,Siya,"[{""name"": ""Stephen Alexander""}, {""name"": ""Rudra Pratap Singh Chaudhary""}, {""name"": ""Dev Chauhan""}, {""name"": ""Madhvendra Jha""}]","[{""job"": ""Director"", ""name"": ""Manish Mundra""}]"
tt1562859,Golmaal 3,"[{""name"": ""Mithun Chakraborty""}, {""name"": ""Ajay Devgn""}, {""name"": ""Kareena Kapoor""}, {""name"": ""Tusshar Kapoor""}]","[{""job"": ""Director"", ""name"": ""Rohit Shetty""}]"
tt6972140,Blackmail,"[{""name"": ""Irrfan Khan""}, {""name"": ""Urmila Matondkar""}, {""name"": ""Divya Dutta""}, {""name"": ""Kirti Kulhari""}]","[{""job"": ""Director"", ""name"": ""Abhinay Deo""}]"
tt0077451,Don,"[{""name"": ""Amitabh Bachchan""}, {""name"": ""Zeenat Aman""}, {""name"": ""Pran Sikand""}, {""name"": ""Iftekhar""}]","[{""job"": ""Director"", ""name"": ""Chandra Barot""}]"
tt4906960,Baadshaho,"[{""name"": ""Ajay Devgn""}, {""name"": ""Ileana D'Cruz""}, {""name"": ""Emraan Hashmi""}, {""name"": ""Esha Gupta""}]","[{""job"": ""Director"", ""name"": ""Milan Luthria""}]"
tt19838608,Babli Bouncer,"[{""name"": ""Tamannaah Bhatia""}, {""name"": ""Sahil Vaid""}, {""name"": ""Karan Singh Chhabra""}, {""name"": ""Abhishek Bajaj""}]","[{""job"": ""Director"", ""name"": ""Madhur Bhandarkar""}]"
tt1714866,Midnight's Children,"[{""name"": ""Rajat Kapoor""}, {""name"": ""Vansh Bhardwaj""}, {""name"": ""Anupam Kher""}, {""name"": ""Neha Mahajan""}]","[{""job"": ""Director"", ""name"": ""Deepa Mehta""}]"
tt3337550,Rahasya,"[{""name"": ""Kay Kay Menon""}, {""name"": ""Ashish Vidyarthi""}, {""name"": ""Tisca Chopra""}, {""name"": ""Mita Vashisht""}]","[{""job"": ""Director"", ""name"": ""Manish Gupta""}]"
tt9511468,Love-All,"[{""name"": ""Satyakam Anand""}, {""name"": ""Sumit Arora""}, {""name"": ""Raja Bundela""}, {""name"": ""Robin Das""}]","[{""job"": ""Director"", ""name"": ""Sudhanshu Sharma""}]"
tt0200087,Sarfarosh,"[{""name"": ""Naseeruddin Shah""}, {""name"": ""Aamir Khan""}, {""name"": ""Sonali Bendre""}, {""name"": ""Mukesh Rishi""}]","[{""job"": ""Director"", ""name"": ""John Mathew Matthan""}]"
tt2978626,Entertainment,"[{""name"": ""Akshay Kumar""}, {""name"": ""Tamannaah Bhatia""}, {""name"": ""Junior""}, {""name"": ""Krishna Abhishek""}]","[{""job"": ""Director"", ""name"": ""Sajid, Farhad Samji""}]"
tt22036406,Kanguva,"[{""name"": ""Suriya""}, {""name"": ""Disha Patani""}, {""name"": ""Yogi Babu""}, {""name"": ""Bobby Deol""}]","[{""job"": ""Director"", ""name"": ""Siva""}]"
tt10309902,Chehre,"[{""name"": ""Amitabh Bachchan""}, {""name"": ""Emraan Hashmi""}, {""name"": ""Krystle D'Souza""}, {""name"": ""Annu Kapoor""}]","[{""job"": ""Director"", ""name"": ""Rumi Jaffery""}]"
tt13825336,Good Luck Jerry,"[{""name"": ""Janhvi Kapoor""}, {""name"": ""Jaswant Dalal""}, {""name"": ""Deepak Dobriyal""}, {""name"": ""Mita Vashisht""}]","[{""job"": ""Director"", ""name"": ""Siddharth Sen""}]"
tt7881550,Kaamyaab,"[{""name"": ""Sanjay Mishra""}, {""name"": ""Deepak Dobriyal""}, {""name"": ""Sarika Singh""}, {""name"": ""Isha Talwar""}]","[{""job"": ""Director"", ""name"": ""Hardik Mehta""}]"
